time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR
"22.10.2018 02:00,""25.6"",""757.6"",""759.1"",""-0.9"",""85"",""Wind blowing from the north-east"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""20–30%."",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""22.9"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,,
"21.10.2018 23:00,""26.3"",""758.5"",""760.0"",""1.5"",""90"",""Wind blowing from the east"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.6"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"21.10.2018 20:00,""27.1"",""757.0"",""758.4"",""1.2"",""86"",""Wind blowing from the south"",""0"","""","""",""70 – 80%."",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""30.8"",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""10%  or less"," but not 0"",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.6"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
"21.10.2018 17:00,""29.1"",""755.8"",""757.3"",""-1.3"",""73"",""Wind blowing from the south-west"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus mediocris or congestus", with or without Cumulus of species fractus or humilis or Stratocumulus," all having their bases at the same level."",""10%  or less"," but not 0"",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.7"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,
"21.10.2018 14:00,""29.8"",""757.1"",""758.5"",""-2.8"",""70"",""Wind blowing from the south"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus mediocris or congestus", with or without Cumulus of species fractus or humilis or Stratocumulus," all having their bases at the same level."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.8"",""0.8"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,
"21.10.2018 11:00,""24.9"",""759.9"",""761.3"",""1.5"",""90"",""Wind blowing from the south-east"",""3"","""","""",""90  or more"," but not 100%"",""Rain (not freezing) not falling as shower(s). "",""Thunderstorm(s) with or without precipitation."",""Rain."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""50%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus not progressively invading the sky and not entirely covering it."",""10.0"",""23.2"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,
"21.10.2018 08:00,""26.2"",""758.4"",""759.8"",""1.8"",""89"",""Wind blowing from the north-east"",""1"","""","""",""90  or more"," but not 100%"",""Thunderstorm", slight or moderate, without hail," but with rain and/or snow at time of observation. "",""Thunderstorm(s) with or without precipitation."",""Rain."",""25.5"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus covering the whole sky."",""8.0"",""24.2"",""Trace of precipitation"",""24"","""","""","""","""",",,,,,,,,,,,,,,,
"21.10.2018 05:00,""25.8"",""756.6"",""758.0"",""-0.4"",""91"",""Wind blowing from the north-west"",""1"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""24.2"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"21.10.2018 02:00,""27.0"",""757.0"",""758.4"",""-1.1"",""85"",""Wind blowing from the north-west"",""0"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""24.3"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
"20.10.2018 23:00,""27.7"",""758.1"",""759.5"",""2.0"",""82"",""Wind blowing from the north-northwest"",""2"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""10%  or less"," but not 0"",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus fibratus", sometimes uncinus," not progressively invading the sky."",""10.0"",""24.4"","""","""","""","""","""","""",",,,,,,,,,,,,,,
"20.10.2018 20:00,""28.7"",""756.1"",""757.6"",""1.2"",""77"",""Wind blowing from the south-southwest"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""33.1"",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.3"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"20.10.2018 17:00,""32.0"",""754.9"",""756.3"",""-1.2"",""61"",""Wind blowing from the south-west"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.6"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"20.10.2018 14:00,""32.5"",""756.1"",""757.6"",""-2.3"",""67"",""Wind blowing from the west-southwest"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus mediocris or congestus", with or without Cumulus of species fractus or humilis or Stratocumulus," all having their bases at the same level."",""40%."",""300-600"",""Altocumulus translucidus at a single level."",""Cirrus fibratus", sometimes uncinus," not progressively invading the sky."",""12.0"",""25.5"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"20.10.2018 11:00,""30.3"",""758.4"",""759.8"",""0.8"",""69"",""Wind blowing from the west"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus humilis or Cumulus fractus other than of bad weather"," or both."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.0"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"20.10.2018 08:00,""25.5"",""757.6"",""759.1"",""1.3"",""91"",""Wind blowing from the east-northeast"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""24.3"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""23.9"",""No precipitation"",""24"","""","""","""","""",",,,,,,,,,,,,,,,,
"20.10.2018 05:00,""25.5"",""756.3"",""757.7"",""-1.0"",""90"",""Wind blowing from the north-east"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""40%."",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""9.0"",""23.8"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,,
"20.10.2018 02:00,""26.3"",""757.3"",""758.7"",""-0.8"",""87"",""Wind blowing from the north"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.9"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"19.10.2018 23:00,""26.8"",""758.1"",""759.5"",""1.6"",""83"",""Wind blowing from the north-northwest"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.6"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"19.10.2018 20:00,""27.8"",""756.5"",""757.9"",""1.6"",""77"",""Wind blowing from the west"",""2"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""32.1"",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""10%  or less"," but not 0"",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.3"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,
"19.10.2018 17:00,""31.6"",""754.9"",""756.4"",""-1.2"",""54"",""Wind blowing from the west"",""4"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus mediocris or congestus", with or without Cumulus of species fractus or humilis or Stratocumulus," all having their bases at the same level."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""21.3"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,
"19.10.2018 14:00,""30.6"",""756.1"",""757.6"",""-2.4"",""66"",""Wind blowing from the west-northwest"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus mediocris or congestus", with or without Cumulus of species fractus or humilis or Stratocumulus," all having their bases at the same level."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""12.0"",""23.5"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,
"19.10.2018 11:00,""28.5"",""758.5"",""759.9"",""0.6"",""72"",""Wind blowing from the north-west"",""6"","""","""",""90  or more"," but not 100%"",""Precipitation within sight", reaching the ground or the surface of the sea, but distant," i.e. estimated to be more than 5 km from the station. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.0"","""","""","""","""","""","""",",,,,,,,,,,,,,
"19.10.2018 08:00,""24.3"",""757.9"",""759.4"",""1.1"",""91"",""Wind blowing from the north-northwest"",""0"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""23.6"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""9.0"",""22.7"",""13.0"",""24"","""","""","""","""",",,,,,,,,,,,,,,,,
"19.10.2018 05:00,""23.8"",""756.8"",""758.2"",""-0.6"",""91"",""Wind blowing from the north-east"",""1"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""22.2"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"19.10.2018 02:00,""23.8"",""757.4"",""758.8"",""-1.1"",""91"",""Wind blowing from the south-west"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""22.2"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"18.10.2018 23:00,""25.6"",""758.5"",""759.9"",""1.3"",""82"",""Wind blowing from the north"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""22.3"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"18.10.2018 20:00,""26.3"",""757.2"",""758.6"",""1.4"",""81"",""Wind blowing from the north"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""28.2"",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""22.7"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"18.10.2018 17:00,""27.3"",""755.8"",""757.2"",""-1.2"",""82"",""Wind blowing from the north-west"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus humilis or Cumulus fractus other than of bad weather"," or both."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.0"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"18.10.2018 14:00,""27.5"",""757.0"",""758.4"",""-1.8"",""81"",""Wind blowing from the north-west"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Thunderstorm(s) with or without precipitation."",""Rain."","""","""",""Cumulus mediocris or congestus", with or without Cumulus of species fractus or humilis or Stratocumulus," all having their bases at the same level."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.0"",""13.0"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,
"18.10.2018 11:00,""25.3"",""758.8"",""760.3"",""1.4"",""95"",""Wind blowing from the west-northwest"",""2"","""","""",""90  or more"," but not 100%"",""Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. "",""Thunderstorm(s) with or without precipitation."",""Rain."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""24.5"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"18.10.2018 08:00,""25.8"",""757.4"",""758.8"",""1.5"",""88"",""Wind blowing from the east-southeast"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""24.4"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.7"",""No precipitation"",""24"","""","""","""","""",",,,,,,,,,,,,,,,,
"18.10.2018 05:00,""25.4"",""755.9"",""757.3"",""-0.8"",""92"",""Wind blowing from the north"",""0"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""20–30%."",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.0"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,,
"18.10.2018 02:00,""26.0"",""756.7"",""758.2"",""-0.9"",""89"",""Wind blowing from the north-west"",""1"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""10%  or less"," but not 0"",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.0"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,
"17.10.2018 23:00,""26.8"",""757.6"",""759.0"",""1.6"",""82"",""Wind blowing from the north-northwest"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.5"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"17.10.2018 20:00,""28.2"",""756.0"",""757.4"",""1.7"",""75"",""Wind blowing from the north-west"",""2"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""32.3"",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.4"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
"17.10.2018 17:00,""31.1"",""754.3"",""755.7"",""-2.1"",""65"",""Wind blowing from the west-northwest"",""4"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.8"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"17.10.2018 14:00,""31.2"",""756.4"",""757.9"",""-2.5"",""68"",""Wind blowing from the north-west"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus and Stratocumulus other than Stratocumulus cumulogenitus"," with bases at different levels."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.5"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"17.10.2018 11:00,""28.9"",""758.9"",""760.3"",""0.8"",""77"",""Wind blowing from the north-west"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus calvus", with or without Cumulus," Stratocumulus or Stratus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus fibratus", sometimes uncinus," not progressively invading the sky."",""10.0"",""24.5"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,
