date,time,T,Po,U,DD,Ff,N,WW,Cl,Nh,H,VV,city
2018-12-31,20,27.7,754.3,83,Wind blowing from the west-southwest,4,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,15.0,Labuan
2018-12-31,17,30.6,752.9,78,Wind blowing from the west,3,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-31,14,32.4,752.6,66,Wind blowing from the south-west,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-31,11,30.4,754.9,69,Wind blowing from the south,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-31,08,28.2,755.2,83,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-31,05,27.0,754.3,80,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,15.0,Labuan
2018-12-31,02,26.6,754.3,87,Wind blowing from the south-southwest,3,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,15.0,Labuan
2018-12-30,23,27.3,755.5,86,Wind blowing from the south-west,3,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-30,20,27.1,755.0,89,Wind blowing from the south-west,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-30,17,28.7,753.4,79,Wind blowing from the south-west,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-30,14,30.5,753.0,71,Wind blowing from the south-west,5,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-30,11,29.1,754.9,75,Wind blowing from the south-southwest,5,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-30,08,26.9,755.0,84,Wind blowing from the south-southwest,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-30,05,25.6,753.7,90,Wind blowing from the south-southwest,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-30,02,24.2,754.0,98,Wind blowing from the west,0,100%.,Rain (not freezing) not falling as shower(s). ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,15.0,Labuan
2018-12-29,23,24.8,755.5,97,Wind blowing from the south-southwest,2,100%.,"Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,15.0,Labuan
2018-12-29,20,25.0,755.2,98,Wind blowing from the south-west,1,100%.,"Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,9.0,Labuan
2018-12-29,17,24.5,753.8,96,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,20.0,Labuan
2018-12-29,14,30.8,753.0,70,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,30.0,Labuan
2018-12-29,11,30.5,755.2,71,Wind blowing from the south-west,1,70 – 80%.,Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-29,08,26.6,755.0,88,Wind blowing from the south-southeast,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-29,05,25.2,754.0,87,Wind blowing from the south-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-29,02,24.9,754.0,91,Wind blowing from the south-southwest,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-28,23,24.1,754.9,97,Wind blowing from the south-southwest,1,100%.,"Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,15.0,Labuan
2018-12-28,20,22.4,755.8,98,Wind blowing from the west,3,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,1.0,Labuan
2018-12-28,17,26.4,753.7,81,Wind blowing from the west-northwest,3,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,20.0,Labuan
2018-12-28,14,29.1,753.2,74,Wind blowing from the south-west,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-28,11,29.3,755.4,72,Wind blowing from the west,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-28,08,26.9,755.3,79,Wind blowing from the south-west,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-28,05,25.8,753.4,85,Wind blowing from the south-southwest,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-28,02,26.6,753.4,84,Wind blowing from the south-west,5,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,20.0,Labuan
2018-12-27,23,26.9,754.1,86,Wind blowing from the south-southwest,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-27,20,26.8,754.0,83,Wind blowing from the west-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-27,17,28.6,752.7,81,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-27,14,28.4,752.3,76,Wind blowing from the south-west,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-27,11,27.5,754.7,78,Wind blowing from the south-west,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-27,08,25.3,755.5,88,Wind blowing from the south-west,3,100%.,Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,28.0,Labuan
2018-12-27,05,25.0,754.0,91,Wind blowing from the south-southwest,4,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,15.0,Labuan
2018-12-27,02,26.6,753.7,92,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,15.0,Labuan
2018-12-26,23,27.6,754.4,86,Wind blowing from the west-southwest,3,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,15.0,Labuan
2018-12-26,20,28.3,753.7,81,Wind blowing from the west,3,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,20.0,Labuan
2018-12-26,17,30.2,752.4,75,Wind blowing from the west,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-26,14,31.3,752.5,68,Wind blowing from the west-southwest,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-26,11,30.5,753.8,75,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-26,08,27.2,754.9,88,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-26,05,26.4,753.8,91,Wind blowing from the south-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-26,02,27.0,754.1,92,Wind blowing from the south-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-25,23,26.8,754.6,92,Wind blowing from the west-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-25,20,27.1,754.1,90,Wind blowing from the west-southwest,0,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-25,17,29.7,753.3,78,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-25,14,31.0,753.4,70,Wind blowing from the west-southwest,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-25,11,29.6,754.6,80,Wind blowing from the south-southwest,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-25,08,27.0,755.6,95,Wind blowing from the south-southeast,0,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,25.0,Labuan
2018-12-25,05,25.5,753.8,98,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-25,02,24.0,753.8,97,Wind blowing from the west-southwest,0,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,9.0,Labuan
2018-12-24,23,25.9,754.6,95,Wind blowing from the west-southwest,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,20.0,Labuan
2018-12-24,20,26.2,754.1,94,Wind blowing from the west-southwest,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-24,17,27.7,752.8,87,Wind blowing from the south-west,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,28.0,Labuan
2018-12-24,14,30.4,752.9,74,Wind blowing from the west,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-24,11,28.3,754.6,85,Wind blowing from the west-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-24,08,24.9,755.1,98,Wind blowing from the south-west,1,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,5.0,Labuan
2018-12-24,05,23.7,754.3,98,Wind blowing from the south-southwest,1,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,3.0,Labuan
2018-12-24,02,25.5,754.4,96,Wind blowing from the south-southeast,1,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,5.0,Labuan
2018-12-23,23,26.1,755.0,92,Wind blowing from the west-southwest,0,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,15.0,Labuan
2018-12-23,20,26.4,754.4,90,Wind blowing from the west-southwest,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,20.0,Labuan
2018-12-23,17,28.0,753.0,87,Wind blowing from the west,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-23,14,28.6,753.1,83,Wind blowing from the west,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,28.0,Labuan
2018-12-23,11,29.0,755.2,79,Wind blowing from the south-southwest,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-23,08,25.5,755.2,96,Wind blowing from the south,1,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-23,05,24.8,754.0,98,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,15.0,Labuan
2018-12-23,02,24.7,754.0,98,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,15.0,Labuan
2018-12-22,23,24.5,755.5,98,Wind blowing from the south-southeast,0,100%.,"Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,12.0,Labuan
2018-12-22,20,24.6,755.3,96,Wind blowing from the east-southeast,2,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,3.5,Labuan
2018-12-22,17,27.8,753.2,86,Wind blowing from the north-west,1,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,12.0,Labuan
2018-12-22,14,30.0,753.4,75,Wind blowing from the west-northwest,2,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,15.0,Labuan
2018-12-22,11,29.3,755.4,77,Wind blowing from the east,0,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-22,08,26.0,755.4,90,Wind blowing from the east-northeast,0,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,15.0,Labuan
2018-12-22,05,24.5,754.3,97,Wind blowing from the west,0,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,9.0,Labuan
2018-12-22,02,25.4,754.3,94,Wind blowing from the north,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,20.0,Labuan
2018-12-21,23,27.2,755.1,86,Wind blowing from the north,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-21,20,27.4,754.7,83,Wind blowing from the north-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-21,17,28.2,753.5,80,Wind blowing from the north-northwest,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-21,14,29.7,754.0,75,Wind blowing from the west-southwest,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-21,11,28.4,756.1,81,Wind blowing from the south-west,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-21,08,25.2,756.1,96,Wind blowing from the south-southwest,2,100%.,Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,28.0,Labuan
2018-12-21,05,23.5,754.8,98,Wind blowing from the south-west,0,100%.,"Rain, not freezing, continuous, moderate at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,5.0,Labuan
2018-12-21,02,26.5,754.8,92,Wind blowing from the north-east,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,20.0,Labuan
2018-12-20,23,26.4,756.0,89,Wind blowing from the south-southeast,1,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-20,20,26.5,755.8,90,Wind blowing from the north,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-20,17,28.2,754.6,82,Wind blowing from the west,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-20,14,28.9,755.3,78,Wind blowing from the west-southwest,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,28.0,Labuan
2018-12-20,11,28.6,757.3,79,Wind blowing from the south-west,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,28.0,Labuan
2018-12-20,08,26.7,757.2,88,Wind blowing from the south-west,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-20,05,25.4,755.8,92,Wind blowing from the south-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-20,02,25.3,756.0,95,Wind blowing from the west-southwest,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-19,23,26.3,756.7,91,Wind blowing from the south,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,20.0,Labuan
2018-12-19,20,27.2,756.5,87,Wind blowing from the east,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,20.0,Labuan
2018-12-19,17,28.3,754.8,81,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,28.0,Labuan
2018-12-19,14,28.0,755.1,87,Wind blowing from the north-west,1,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,20.0,Labuan
2018-12-19,11,30.2,757.2,71,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-19,08,27.2,757.3,85,Wind blowing from the east-northeast,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,28.0,Labuan
2018-12-19,05,26.2,755.8,89,Wind blowing from the east,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-19,02,26.6,756.1,90,Wind blowing from the north-east,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,15.0,Labuan
2018-12-18,23,26.8,757.3,86,Wind blowing from the north-northwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-18,20,27.1,756.5,85,Wind blowing from the north,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-18,17,28.7,755.1,79,Wind blowing from the west-northwest,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-18,14,31.0,755.5,68,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-18,11,30.1,757.3,75,Wind blowing from the south,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-18,08,26.9,757.6,90,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-18,05,25.5,755.9,94,Wind blowing from the south,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
